x, y
0.009436352991506247, 0.009920056615277551
1.4572462658801246, 0.08142594467534522
1.4572462658801246, 0.08142594467534522
1.367501974284435, 0.0048095743220244675
1.4999377903820545, 0.20779986276491397
1.5495163674997845, 0.07631546238209214
1.5877240218109907, 0.01936831925097443
2.1959477550688895, 0.01680750573451032
2.2934072337144675, 0.1812444247278865
2.343807973142963, 0.3499993111931729
2.365562427699982, 0.5225917030199304
2.4005335893118103, 0.719177481062843
2.4043907846951997, 0.9350399438305121
2.4253226787998976, 1.1436236532859105
2.449290004118774, 1.372761977615481
2.4586495157901944, 1.5731939291507229
2.4586495157901944, 1.8070514315805084
2.4594720762425153, 2.0074833831157504
2.4619389613163674, 2.259733420922732
2.465796156699757, 2.462722471061213
2.4735113437496454, 2.724412103373033
2.4867280508044547, 2.9274017726637185
2.4867280508044547, 3.1329572086885014
2.4944432378543433, 3.4319173270827856
2.511517936575652, 3.715439504418193
2.507659944909153, 4.048230099248551
2.5153751319590416, 4.300083879644861
2.534095747868101, 4.614804517396397
2.55117044658941, 4.897048145430185
2.572102340694108, 5.157458609288181
2.5968914301821955, 5.344209773719992
2.6613322334009313, 5.133067727356947
2.664366868332, 4.937759879463449
2.689978518272408, 4.664073554043552
2.7078757774460374, 4.220426233664637
2.7334874273864456, 3.6692829459014216
2.7739609052863043, 3.0392813376535712
2.7945973783573037, 2.4487692569879456
2.816351036631213, 2.0127969473319727
2.8529705042801212, 1.6295243966864832
2.8804908448344815, 1.2681611659378988
2.931714144715298, 0.9658266680308655
2.9774351283080835, 0.776517166691407
3.067487581467227, 0.6424756677053461
3.2693517200411915, 0.6013676762614104
3.1708522956543446, 0.6073660228154492
3.4877753621644887, 0.5868126462456855
3.6449998696086405, 0.5808142996916468
3.7650889179487983, 0.6133656076738963
3.9468437228703857, 0.63391898424366
4.087864665315242, 0.6206431226817587
4.20959883456004, 0.7003007686619828
4.34069251547626, 0.8317851690448046
4.468458529277041, 0.9435347120717809
4.594872454357549, 1.0955724890243663
4.7157840631500285, 1.2488894344307755
4.869969157964453, 1.3576620936600827
4.996383083044963, 1.4253230465322293
5.1313339593445715, 1.4193246999781906
5.235993429868062, 1.297279894100207
5.339262590082015, 1.1332441857351356
5.443922060605505, 1.0004818552028987
5.576660066143257, 0.8578836727551515
5.695359600456987, 0.7987794033446912
5.824808160468565, 0.7662280953624417
6.024199839986909, 0.7807831253781666
6.189442918345746, 0.8133344333604161
6.377829169004919, 0.8240531963190783
6.526214933931395, 0.8874036115457646
6.6983498426046895, 0.9923350505003756
6.869662190825664, 1.0647151814727371
6.992218920522784, 1.1383732425945141
7.14342193509138, 1.1974775120049743
7.3155194184585195, 1.1718000317934658
7.5463013744443685, 1.1272507923987303
7.712631379247946, 1.0715828177214364
7.855514031603282, 0.9928006529579146
8.020757109962119, 0.9276980369934156
8.163353896681071, 0.9178535169470472
8.300985061927932, 0.9007351968060415
8.467878038890069, 0.9007351968060415
8.604478813792976, 0.9067335433600803
8.760360787914173, 0.9392860896467381
8.931674728701367, 1.0056666357606525
9.093059019110596, 1.044217528601349
9.264892136485313, 1.0707692517251517
9.41141459893509, 1.0887655296916763
9.526522100140962, 1.1213168376739258
9.652113464769151, 1.1033205597074012
9.777704829397338, 1.1033205597074012
9.8730039919663, 1.0827671831376375
9.934410160253966, 0.970558229175164
